Subject,Language,Domain,Metric
21508,erlang,backend,1.0
21509,erlang,backend,2.0
21510,erlang,backend,1.0
21511,erlang,game,1.0
21512,erlang,backend,1.0
21513,erlang,backend,1.0
21514,erlang,db,1.0
21515,erlang,backend,1.0
21516,erlang,lang,1.0
21517,erlang,backend,1.0
21518,erlang,backend,1.0
21519,erlang,db,1.0
21520,erlang,db,1.0
21521,erlang,backend,1.0
21522,erlang,db,2.0
21523,erlang,backend,2.0
21524,erlang,backend,1.0
21525,erlang,backend,1.0
21526,erlang,backend,1.0
21527,erlang,frontend,1.0
21528,erlang,backend,1.0
21529,erlang,backend,2.0
21530,erlang,backend,1.0
21531,erlang,backend,1.0
21532,erlang,db,1.0
21533,erlang,db,1.0
21534,erlang,db,1.0
21535,erlang,lang,1.0
21536,erlang,backend,1.0
21537,erlang,comp,1.0
21538,erlang,backend,1.0
21539,erlang,backend,1.0
21540,erlang,db,1.0
21541,erlang,backend,1.0
21542,erlang,db,4.0
21543,erlang,db,0.0
21544,erlang,db,4.5
21545,erlang,lang,1.0
21546,erlang,backend,1.0
21547,erlang,backend,1.0
21548,erlang,db,1.0
21549,erlang,db,2.0
21550,erlang,backend,1.0
21551,erlang,db,0.5
21552,erlang,backend,1.0
21553,erlang,db,1.0
21554,erlang,backend,1.0
21555,erlang,db,1.0
21556,erlang,backend,2.0
21557,erlang,backend,1.0
21558,erlang,db,1.0
21559,erlang,db,1.0
21560,erlang,db,1.0
21561,erlang,backend,1.0
21562,erlang,ml,1.0
21563,erlang,backend,1.0
21564,erlang,backend,1.5
21565,erlang,comp,1.0
21566,erlang,backend,1.0
21567,erlang,backend,1.0
21568,erlang,db,1.5
21569,erlang,db,1.0
21570,erlang,lang,1.0
21571,erlang,db,1.0
21572,erlang,backend,1.0
21573,erlang,db,1.0
21574,erlang,backend,1.0
21575,erlang,db,2.0
21576,erlang,backend,1.0
21577,erlang,backend,1.0
21578,erlang,db,2.0
21579,erlang,db,1.0
21580,erlang,backend,1.0
21581,erlang,backend,3.0
21582,erlang,backend,1.0
21583,erlang,db,1.0
21584,erlang,backend,1.5
21585,erlang,backend,1.5
21586,erlang,comp,1.0
21587,erlang,lang,1.0
21588,erlang,comp,1.0
21589,erlang,backend,2.0
21590,erlang,backend,2.0
21591,erlang,lang,1.0
21592,erlang,backend,1.0
21593,erlang,comp,1.0
21594,erlang,db,1.0
21595,erlang,backend,1.0
21596,erlang,backend,1.0
21597,erlang,db,1.0
21598,erlang,lang,1.0
21599,erlang,backend,1.0
21600,erlang,backend,2.0
21601,erlang,lang,1.0
21602,erlang,lang,1.0
21603,erlang,backend,1.0
21604,erlang,lang,1.0
21605,erlang,db,1.5
21606,erlang,db,1.0
21607,erlang,backend,2.0
21608,erlang,backend,1.0
21609,erlang,lang,1.0
21610,erlang,backend,1.0
21611,erlang,backend,1.0
21612,erlang,backend,1.0
21613,erlang,comp,1.0
21614,erlang,db,1.0
21615,erlang,backend,1.0
21616,erlang,backend,0.0
21617,erlang,backend,1.0
21618,erlang,backend,1.0
21619,erlang,lang,1.0
21620,erlang,comp,1.0
21621,erlang,lang,1.0
21622,erlang,lang,1.5
21623,erlang,backend,1.0
21624,erlang,db,1.0
21625,erlang,lang,1.0
21626,erlang,backend,1.0
21627,erlang,backend,1.0
21628,erlang,lang,2.0
21629,erlang,lang,1.0
21630,erlang,backend,1.0
21631,erlang,db,1.0
21632,erlang,lang,1.0
21633,erlang,db,1.5
21634,erlang,backend,1.0
21635,erlang,backend,1.0
21636,erlang,backend,2.0
21637,erlang,backend,1.5
21638,erlang,backend,1.0
21639,erlang,lang,1.0
21640,erlang,comp,1.0
21641,erlang,backend,1.0
21642,erlang,db,1.0
21643,erlang,backend,1.0
21644,erlang,db,1.0
21645,erlang,backend,1.0
21646,erlang,lang,1.0
21647,erlang,db,1.0
21648,erlang,backend,1.0
21649,erlang,backend,1.0
21650,erlang,db,3.0
21651,erlang,backend,1.0
21652,erlang,backend,1.0
21653,erlang,lang,1.0
21654,erlang,lang,1.0
21655,erlang,lang,2.0
21656,erlang,lang,2.5
21657,erlang,backend,1.0
21658,erlang,backend,1.0
21659,erlang,backend,1.0
21660,erlang,lang,1.0
21661,erlang,backend,1.0
21662,erlang,db,1.0
21663,erlang,backend,1.0
21664,erlang,backend,1.0
21665,erlang,db,2.0
21666,erlang,db,1.0
21667,erlang,backend,1.0
21668,erlang,backend,1.0
21669,erlang,backend,1.0
21670,erlang,lang,1.0
21671,erlang,backend,1.0
21672,erlang,backend,2.0
21673,erlang,lang,1.0
21674,erlang,db,1.0
21675,erlang,db,1.0
21676,erlang,db,2.0
21677,erlang,backend,1.0
21678,erlang,backend,1.0
21679,erlang,lang,1.0
21680,erlang,db,1.0
21681,erlang,lang,1.0
21682,erlang,lang,1.0
21683,erlang,db,2.0
21684,erlang,backend,2.0
21685,erlang,backend,2.0
21686,erlang,backend,1.0
21687,erlang,db,1.0
21688,erlang,backend,1.0
21689,erlang,comp,1.0
21690,erlang,frontend,1.0
21691,erlang,frontend,1.5
21692,erlang,backend,1.0
21693,erlang,db,1.0
21694,erlang,db,3.0
21695,erlang,db,1.0
21696,erlang,backend,1.0
21697,erlang,lang,1.0
21698,erlang,db,1.0
21699,erlang,backend,1.0
21700,erlang,backend,1.0
21701,erlang,backend,2.0
21702,erlang,backend,1.0
21703,erlang,db,2.0
21704,erlang,lang,1.0
21705,erlang,db,1.0
21706,erlang,lang,1.5
21707,erlang,backend,1.0
21708,erlang,backend,1.0
21709,erlang,backend,1.0
21710,erlang,db,1.5
21711,erlang,backend,1.0
21712,erlang,lang,1.0
21713,erlang,backend,1.0
21714,erlang,backend,1.0
21715,erlang,backend,1.0
21716,erlang,backend,1.0
21717,erlang,backend,1.0
21718,erlang,lang,1.0
21719,erlang,db,1.0
21720,erlang,frontend,4.0
21721,erlang,db,1.0
21722,erlang,lang,2.0
21723,erlang,db,1.5
21724,erlang,backend,1.0
21725,erlang,backend,1.0
21726,erlang,lang,1.0
21727,erlang,db,3.0
21728,erlang,db,2.0
21729,erlang,backend,1.0
21730,erlang,backend,1.0
21731,erlang,backend,1.0
21732,erlang,lang,2.0
21733,erlang,ml,1.0
21734,erlang,lang,1.0
21735,erlang,lang,1.0
21736,erlang,backend,1.0
21737,erlang,lang,1.0
21738,erlang,backend,1.0
21739,erlang,db,1.0
21740,erlang,backend,1.0
21741,erlang,backend,1.0
21742,erlang,backend,1.5
21743,erlang,backend,1.0
21744,erlang,backend,1.0
21745,erlang,backend,1.0
21746,erlang,db,1.0
21747,erlang,backend,1.0
21748,erlang,frontend,1.0
21749,erlang,backend,1.0
21750,erlang,backend,1.0
21751,erlang,lang,1.0
21752,erlang,backend,1.0
21753,erlang,lang,2.0
21754,erlang,db,1.0
21755,erlang,backend,1.0
21756,erlang,lang,1.0
21757,erlang,db,1.0
21758,erlang,backend,1.0
21759,erlang,db,1.5
21760,erlang,backend,1.0
21761,erlang,backend,1.0
21762,erlang,lang,1.0
21763,erlang,db,2.0
21764,erlang,game,1.0
21765,erlang,db,1.0
21766,erlang,db,1.0
21767,erlang,backend,1.0
21768,erlang,backend,2.0
21769,erlang,db,2.0
21770,erlang,db,1.0
21771,erlang,comp,1.0
21772,erlang,db,2.0
21773,erlang,backend,1.0
21774,erlang,backend,1.0
21775,erlang,lang,1.0
21776,erlang,backend,1.0
21777,erlang,lang,1.0
21778,erlang,db,1.0
21779,erlang,lang,1.5
21780,erlang,backend,1.0
21781,erlang,backend,2.0
21782,erlang,lang,1.0
21783,erlang,backend,2.0
21784,erlang,db,2.0
21785,erlang,lang,1.5
21786,erlang,db,1.0
21787,erlang,db,1.0
21788,erlang,backend,1.0
21789,erlang,comp,1.0
21790,erlang,backend,1.0
21791,erlang,backend,1.0
21792,erlang,lang,1.0
21793,erlang,db,2.0
21794,erlang,backend,2.0
21795,erlang,db,2.0
21796,erlang,backend,1.5
21797,erlang,backend,1.0
21798,erlang,backend,3.0
21799,erlang,lang,2.0
21800,erlang,lang,1.0
21801,erlang,backend,1.0
21802,erlang,lang,1.0
21803,erlang,backend,1.0
21804,erlang,backend,1.0
21805,erlang,db,1.0
21806,erlang,backend,1.0
21807,erlang,backend,1.0
21808,erlang,db,1.0
21809,erlang,lang,1.0
21810,erlang,backend,1.5
21811,erlang,backend,1.5
21812,erlang,db,1.0
21813,erlang,db,2.0
21814,erlang,lang,1.0
21815,erlang,backend,1.0
21816,erlang,db,1.0
21817,erlang,lang,1.0
21818,erlang,backend,1.0
21819,erlang,backend,3.0
21820,erlang,db,1.0
21821,erlang,backend,1.0
21822,erlang,backend,1.5
21823,erlang,backend,1.0
21824,erlang,db,2.0
21825,erlang,db,1.0
21826,erlang,backend,2.0
21827,erlang,lang,1.0
21828,erlang,backend,1.0
21829,erlang,backend,2.0
21830,erlang,frontend,1.0
21831,erlang,db,1.0
21832,erlang,backend,1.0
21833,erlang,backend,1.0
21834,erlang,db,1.0
21835,erlang,backend,1.0
21836,erlang,db,2.0
21837,erlang,backend,1.0
21838,erlang,backend,2.0
21839,erlang,db,1.0
21840,erlang,backend,1.0
21841,erlang,backend,1.0
21842,erlang,db,1.0
21843,erlang,backend,1.5
21844,erlang,db,1.0
21845,erlang,backend,1.0
21846,erlang,backend,2.0
21847,erlang,backend,1.0
21848,erlang,db,2.0
21849,erlang,lang,1.0
21850,erlang,game,1.0
21851,erlang,backend,0.0
21852,erlang,backend,1.0
21853,erlang,db,1.0
21854,erlang,backend,2.0
21855,erlang,backend,1.0
21856,erlang,backend,1.0
21857,erlang,comp,2.0
21858,erlang,db,2.5
21859,erlang,backend,1.0
21860,erlang,lang,1.0
21861,erlang,backend,1.0
21862,erlang,db,1.0
21863,erlang,backend,1.5
21864,erlang,backend,1.0
21865,erlang,backend,1.0
21866,erlang,backend,1.0
21867,erlang,backend,1.0
21868,erlang,lang,1.0
21869,erlang,backend,1.5
21870,erlang,db,1.0
21871,erlang,backend,2.0
21872,erlang,lang,1.0
21873,erlang,db,1.0
21874,erlang,db,1.0
21875,erlang,lang,2.5
21876,erlang,db,1.0
21877,erlang,db,2.0
21878,erlang,backend,1.0
21879,erlang,db,1.0
21880,erlang,db,1.0
21881,erlang,db,1.0
21882,erlang,backend,1.0
21883,erlang,backend,2.0
21884,erlang,db,1.5
21885,erlang,db,1.0
21886,erlang,lang,1.0
21887,erlang,lang,1.0
21888,erlang,backend,2.0
21889,erlang,lang,1.0
21890,erlang,backend,1.5
21891,erlang,backend,1.0
21892,erlang,db,3.0
21893,erlang,backend,1.0
21894,erlang,lang,1.0
21895,erlang,db,1.0
21896,erlang,comp,1.0
21897,erlang,backend,1.0
21898,erlang,backend,1.5
21899,erlang,db,1.0
21900,erlang,backend,1.0
21901,erlang,backend,1.0
21902,erlang,backend,1.0
21903,erlang,db,1.5
21904,erlang,lang,1.0
21905,erlang,backend,1.0
21906,erlang,db,1.0
21907,erlang,backend,1.0
21908,erlang,db,1.0
21909,erlang,backend,1.0
21910,erlang,lang,2.0
21911,erlang,lang,1.5
21912,erlang,db,2.0
21913,erlang,db,1.0
21914,erlang,backend,2.0
21915,erlang,db,1.0
21916,erlang,db,1.0
21917,erlang,backend,1.0
21918,erlang,db,1.0
21919,erlang,lang,1.0
21920,erlang,lang,1.0
21921,erlang,db,1.0
21922,erlang,lang,1.0
21923,erlang,lang,1.0
21924,erlang,backend,1.0
21925,erlang,backend,2.0
21926,erlang,db,1.5
21927,erlang,lang,1.0
21928,erlang,backend,1.0
21929,erlang,backend,1.0
21930,erlang,lang,1.0
21931,erlang,backend,1.0
21932,erlang,backend,1.0
21933,erlang,lang,1.0
21934,erlang,backend,1.0
21935,erlang,backend,1.0
21936,erlang,db,1.0
21937,erlang,backend,1.0
21938,erlang,lang,1.0
21939,erlang,backend,1.0
21940,erlang,db,1.0
21941,erlang,backend,1.0
21942,erlang,db,1.0
21943,erlang,backend,1.0
21944,erlang,backend,1.0
21945,erlang,backend,2.0
21946,erlang,lang,1.0
21947,erlang,backend,2.0
21948,erlang,backend,1.0
21949,erlang,lang,1.0
21950,erlang,lang,1.0
21951,erlang,backend,1.0
21952,erlang,db,2.0
21953,erlang,db,1.0
21954,erlang,backend,1.0
21955,erlang,comp,1.0
21956,erlang,db,2.0
21957,erlang,backend,1.0
21958,erlang,lang,1.0
21959,erlang,db,1.5
21960,erlang,backend,1.0
21961,erlang,db,0.0
21962,erlang,backend,1.0
21963,erlang,backend,1.0
21964,erlang,backend,1.5
21965,erlang,backend,1.0
21966,erlang,backend,2.0
21967,erlang,backend,2.0
21968,erlang,backend,1.0
21969,erlang,db,1.0
21970,erlang,backend,1.0
21971,erlang,lang,1.0
21972,erlang,db,1.0
21973,erlang,backend,1.0
21974,erlang,backend,1.0
21975,erlang,backend,1.0
21976,erlang,ml,1.0
21977,erlang,backend,1.0
21978,erlang,backend,1.0
21979,erlang,backend,1.0
21980,erlang,db,1.0
21981,erlang,db,1.0
21982,erlang,lang,1.0
21983,erlang,backend,1.0
21984,erlang,db,1.0
21985,erlang,backend,1.5
21986,erlang,backend,1.0
21987,erlang,db,2.5
21988,erlang,backend,1.0
21989,erlang,db,1.0
21990,erlang,db,7.0
21991,erlang,db,1.0
21992,erlang,backend,2.0
21993,erlang,db,1.0
21994,erlang,backend,1.0
21995,erlang,db,1.0
21996,erlang,lang,1.0
21997,erlang,backend,1.0
21998,erlang,db,1.0
21999,erlang,backend,1.0
22000,erlang,backend,1.0
22001,erlang,backend,1.0
22002,erlang,db,2.5
22003,erlang,lang,1.0
22004,erlang,db,1.0
22005,erlang,db,1.0
22006,erlang,backend,1.0
22007,erlang,backend,1.0
22008,erlang,backend,1.0
22009,erlang,backend,1.0
22010,erlang,backend,1.0
22011,erlang,backend,1.5
22012,erlang,lang,1.0
22013,erlang,db,1.0
22014,erlang,db,2.0
22015,erlang,backend,2.0
22016,erlang,ml,1.0
22017,erlang,backend,1.0
22018,erlang,backend,1.0
22019,erlang,backend,1.0
22020,erlang,db,1.0
22021,erlang,backend,1.5
22022,erlang,backend,1.0
22023,erlang,backend,1.0
22024,erlang,db,1.0
22025,erlang,backend,1.0
22026,erlang,backend,1.0
22027,erlang,lang,3.0
22028,erlang,backend,1.5
22029,erlang,db,1.0
22030,erlang,backend,1.0
22031,erlang,lang,1.0
22032,erlang,db,1.0
22033,erlang,db,1.0
22034,erlang,ml,1.0
22035,erlang,backend,2.0
22036,erlang,game,2.0
22037,erlang,db,2.0
22038,erlang,db,1.0
22039,erlang,frontend,1.0
22040,erlang,lang,1.0
22041,erlang,game,1.0
22042,erlang,backend,1.0
22043,erlang,db,1.0
22044,erlang,backend,2.0
22045,erlang,backend,1.0
22046,erlang,backend,1.0
22047,erlang,lang,1.0
22048,erlang,db,1.0
22049,erlang,db,1.0
22050,erlang,game,1.0
22051,erlang,db,1.0
22052,erlang,backend,1.0
22053,erlang,db,1.0
22054,erlang,backend,2.0
22055,erlang,backend,1.0
22056,erlang,backend,1.0
22057,erlang,db,1.0
22058,erlang,game,1.0
22059,erlang,db,2.0
22060,erlang,backend,1.0
22061,erlang,comp,1.0
22062,erlang,db,2.0
22063,erlang,backend,1.0
22064,erlang,db,1.0
22065,erlang,backend,1.0
22066,erlang,backend,1.0
22067,erlang,backend,1.0
22068,erlang,backend,2.0
22069,erlang,lang,1.5
22070,erlang,db,1.0
22071,erlang,backend,1.0
22072,erlang,backend,1.0
22073,erlang,ml,2.0
22074,erlang,comp,1.0
22075,erlang,backend,1.0
22076,erlang,db,1.0
22077,erlang,backend,1.0
22078,erlang,backend,1.0
22079,erlang,backend,2.0
22080,erlang,comp,1.0
22081,erlang,backend,1.5
22082,erlang,db,1.5
22083,erlang,backend,1.5
22084,erlang,backend,1.0
22085,erlang,backend,1.0
22086,erlang,ml,1.0
22087,erlang,backend,1.0
22088,erlang,backend,2.0
22089,erlang,db,2.0
22090,erlang,lang,1.0
22091,erlang,lang,1.0
22092,erlang,db,1.5
22093,erlang,db,1.5
22094,erlang,backend,1.0
22095,erlang,db,1.0
22096,erlang,backend,1.0
22097,erlang,backend,1.0
22098,erlang,backend,1.0
22099,erlang,lang,1.0
22100,erlang,backend,2.0
22101,erlang,backend,1.0
22102,erlang,lang,1.0
22103,erlang,backend,1.0
22104,erlang,db,1.0
22105,erlang,lang,1.0
22106,erlang,lang,1.0
22107,erlang,backend,3.0
22108,erlang,backend,1.0
22109,erlang,backend,1.0
22110,erlang,db,1.0
22111,erlang,db,1.0
22112,erlang,backend,1.5
22113,erlang,backend,1.0
22114,erlang,lang,1.0
22115,erlang,lang,1.0
22116,erlang,backend,1.5
22117,erlang,backend,1.0
22118,erlang,comp,1.0
22119,erlang,ml,1.0
22120,erlang,lang,1.0
22121,erlang,backend,1.0
22122,erlang,backend,1.0
22123,erlang,backend,1.0
22124,erlang,db,1.5
22125,erlang,backend,1.0
22126,erlang,db,1.0
22127,erlang,backend,1.0
22128,erlang,db,1.0
22129,erlang,backend,1.0
22130,erlang,backend,1.0
22131,erlang,backend,1.0
22132,erlang,db,2.0
22133,erlang,backend,1.0
22134,erlang,db,2.0
22135,erlang,db,1.0
22136,erlang,backend,1.0
22137,erlang,backend,1.0
22138,erlang,backend,1.0
22139,erlang,lang,1.0
22140,erlang,backend,2.0
22141,erlang,backend,2.0
22142,erlang,comp,1.0
22143,erlang,backend,1.0
22144,erlang,backend,1.0
22145,erlang,backend,1.0
22146,erlang,backend,1.0
22147,erlang,backend,1.0
22148,erlang,lang,1.0
22149,erlang,db,1.0
22150,erlang,backend,1.0
22151,erlang,lang,2.0
22152,erlang,db,1.0
22153,erlang,backend,2.0
22154,erlang,backend,1.0
22155,erlang,lang,1.0
22156,erlang,db,1.0
22157,erlang,db,1.0
22158,erlang,backend,1.0
22159,erlang,db,1.0
22160,erlang,db,1.5
22161,erlang,db,1.0
22162,erlang,lang,1.0
22163,erlang,backend,1.0
22164,erlang,backend,1.0
22165,erlang,backend,0.5
22166,erlang,lang,1.0
22167,erlang,backend,1.0
22168,erlang,db,1.0
22169,erlang,lang,1.0
22170,erlang,backend,1.0
22171,erlang,backend,1.0
22172,erlang,db,1.0
22173,erlang,db,1.0
22174,erlang,lang,1.0
22175,erlang,backend,1.0
22176,erlang,lang,1.0
22177,erlang,backend,1.0
22178,erlang,backend,1.0
22179,erlang,backend,1.0
22180,erlang,lang,1.0
22181,erlang,backend,2.0
22182,erlang,comp,1.0
22183,erlang,backend,1.0
22184,erlang,db,2.0
22185,erlang,backend,1.0
22186,erlang,db,2.0
22187,erlang,backend,1.0
22188,erlang,backend,1.0
22189,erlang,backend,1.0
22190,erlang,lang,1.0
22191,erlang,backend,1.0
22192,erlang,backend,1.0
22193,erlang,backend,1.0
22194,erlang,backend,2.0
22195,erlang,backend,1.0
22196,erlang,backend,1.0
22197,erlang,backend,1.0
22198,erlang,backend,1.0
22199,erlang,backend,1.0
22200,erlang,db,1.0
22201,erlang,lang,1.0
22202,erlang,backend,1.0
22203,erlang,backend,1.0
22204,erlang,backend,0.0
22205,erlang,ml,1.0
22206,erlang,db,1.0
22207,erlang,backend,2.0
22208,erlang,lang,1.0
22209,erlang,backend,1.0
22210,erlang,db,2.0
22211,erlang,backend,1.0
22212,erlang,backend,1.0
22213,erlang,backend,1.0
22214,erlang,backend,1.0
22215,erlang,backend,2.0
22216,erlang,db,1.0
22217,erlang,db,1.0
22218,erlang,backend,1.0
22219,erlang,db,1.5
22220,erlang,db,1.0
22221,erlang,backend,1.0
22222,erlang,lang,1.0
22223,erlang,backend,2.0
22224,erlang,backend,1.0
22225,erlang,ml,1.0
22226,erlang,lang,1.0
22227,erlang,backend,1.0
22228,erlang,db,1.0
22229,erlang,comp,1.0
22230,erlang,db,1.0
22231,erlang,comp,1.5
22232,erlang,backend,2.0
22233,erlang,db,2.0
22234,erlang,lang,1.0
22235,erlang,lang,1.0
22236,erlang,db,1.0
22237,erlang,db,1.0
22238,erlang,backend,2.0
22239,erlang,backend,1.0
22240,erlang,backend,1.0
22241,erlang,db,1.0
22242,erlang,db,1.0
22243,erlang,db,1.0
22244,erlang,db,2.0
22245,erlang,backend,1.0
22246,erlang,db,1.0
22247,erlang,db,2.0
22248,erlang,lang,1.0
22249,erlang,comp,0.5
22250,erlang,backend,2.0
22251,erlang,db,1.0
22252,erlang,backend,1.0
22253,erlang,db,1.0
22254,erlang,backend,1.5
22255,erlang,db,1.0
22256,erlang,db,1.0
22257,erlang,backend,1.0
22258,erlang,lang,1.0
22259,erlang,comp,1.0
22260,erlang,lang,1.0
22261,erlang,backend,1.0
22262,erlang,backend,1.5
22263,erlang,lang,1.0
22264,erlang,backend,1.0
22265,erlang,backend,1.0
22266,erlang,backend,1.0
22267,erlang,ml,1.0
22268,erlang,db,2.0
22269,erlang,comp,1.0
22270,erlang,backend,2.0
22271,erlang,db,2.0
22272,erlang,backend,2.0
22273,erlang,db,1.0
22274,erlang,backend,1.0
22275,erlang,lang,1.0
22276,erlang,lang,1.0
22277,erlang,backend,1.0
22278,erlang,backend,1.0
22279,erlang,db,1.0
22280,erlang,db,2.0
22281,erlang,db,1.0
22282,erlang,lang,1.0
22283,erlang,backend,2.0
22284,erlang,backend,1.0
22285,erlang,lang,1.0
22286,erlang,backend,1.0
22287,erlang,backend,1.0
22288,erlang,backend,1.0
22289,erlang,backend,1.5
22290,erlang,backend,1.0
22291,erlang,lang,1.0
22292,erlang,backend,1.0
22293,erlang,db,1.0
22294,erlang,backend,2.0
22295,erlang,backend,1.0
22296,erlang,backend,1.0
22297,erlang,lang,2.0
22298,erlang,backend,1.0
22299,erlang,backend,1.0
22300,erlang,db,1.0
22301,erlang,backend,1.0
22302,erlang,db,1.0
22303,erlang,db,2.0
22304,erlang,backend,2.0
22305,erlang,backend,1.0
22306,erlang,backend,2.0
22307,erlang,backend,1.0
22308,erlang,db,1.0
22309,erlang,backend,1.0
22310,erlang,db,1.0
22311,erlang,db,1.0
22312,erlang,backend,1.0
22313,erlang,backend,1.0
22314,erlang,db,2.0
22315,erlang,backend,1.0
22316,erlang,db,1.0
22317,erlang,backend,1.0
22318,erlang,db,1.0
22319,erlang,backend,1.0
22320,erlang,backend,2.0
22321,erlang,backend,1.0
22322,erlang,backend,1.0
22323,erlang,lang,1.0
22324,erlang,lang,1.0
22325,erlang,backend,1.0
22326,erlang,db,1.0
22327,erlang,backend,1.0
22328,erlang,db,1.0
22329,erlang,db,1.0
22330,erlang,backend,2.0
22331,erlang,db,1.0
22332,erlang,db,1.0
22333,erlang,lang,1.0
22334,erlang,backend,1.0
22335,erlang,db,0.0
22336,erlang,ml,1.0
22337,erlang,lang,1.0
22338,erlang,db,1.0
22339,erlang,db,2.0
22340,erlang,db,1.0
22341,erlang,lang,1.0
22342,erlang,db,2.0
22343,erlang,lang,1.0
22344,erlang,db,1.0
22345,erlang,db,1.0
22346,erlang,db,1.0
22347,erlang,backend,1.0
22348,erlang,comp,1.0
22349,erlang,db,1.0
22350,erlang,lang,1.0
22351,erlang,backend,2.0
22352,erlang,db,1.0
22353,erlang,backend,1.0
22354,erlang,backend,1.0
22355,erlang,backend,1.0
22356,erlang,db,4.5
22357,erlang,lang,1.0
22358,erlang,lang,1.0
22359,erlang,db,1.0
22360,erlang,db,0.0
22361,erlang,db,1.0
22362,erlang,backend,1.0
22363,erlang,backend,1.0
22364,erlang,db,1.5
22365,erlang,backend,1.0
22366,erlang,db,1.0
22367,erlang,backend,1.0
22368,erlang,backend,1.0
22369,erlang,db,1.0
22370,erlang,backend,2.0
22371,erlang,backend,2.5
22372,erlang,backend,2.0
22373,erlang,lang,1.0
22374,erlang,db,1.0
22375,erlang,lang,1.0
22376,erlang,db,2.0
22377,erlang,backend,2.0
22378,erlang,comp,1.0
22379,erlang,db,1.0
22380,erlang,lang,1.0
22381,erlang,backend,2.0
22382,erlang,lang,1.0
22383,erlang,backend,1.0
22384,erlang,backend,1.0
22385,erlang,backend,1.0
22386,erlang,backend,1.0
22387,erlang,lang,1.0
22388,erlang,lang,1.0
22389,erlang,backend,1.0
22390,erlang,comp,2.0
22391,erlang,backend,1.5
22392,erlang,backend,1.0
22393,erlang,lang,1.0
22394,erlang,backend,2.0
22395,erlang,db,1.0
22396,erlang,backend,1.0
22397,erlang,backend,1.0
22398,erlang,backend,1.0
22399,erlang,backend,1.0
22400,erlang,backend,1.0
22401,erlang,backend,2.0
22402,erlang,db,1.0
22403,erlang,db,2.0
22404,erlang,comp,1.0
22405,erlang,backend,1.0
22406,erlang,backend,1.0
22407,erlang,backend,1.0
22408,erlang,backend,1.0
22409,erlang,backend,1.0
22410,erlang,db,1.5
22411,erlang,backend,2.0
22412,erlang,backend,1.5
22413,erlang,backend,1.0
22414,erlang,backend,2.0
22415,erlang,lang,1.0
22416,erlang,backend,2.0
22417,erlang,backend,2.0
22418,erlang,backend,1.0
22419,erlang,backend,1.0
22420,erlang,db,1.0
22421,erlang,backend,1.0
22422,erlang,game,1.0
22423,erlang,game,1.0
22424,erlang,db,1.0
22425,erlang,backend,1.0
22426,erlang,db,1.0
22427,erlang,backend,1.0
22428,erlang,lang,1.0
22429,erlang,backend,1.0
22430,erlang,lang,1.0
22431,erlang,backend,1.0
22432,erlang,backend,1.0
22433,erlang,backend,1.0
22434,erlang,backend,1.0
22435,erlang,backend,2.0
22436,erlang,backend,1.0
22437,erlang,backend,1.0
22438,erlang,db,1.0
22439,erlang,db,1.0
22440,erlang,ml,1.0
22441,erlang,db,2.0
22442,erlang,db,1.5
22443,erlang,lang,1.0
22444,erlang,db,1.0
22445,erlang,db,1.0
22446,erlang,backend,2.0
22447,erlang,db,2.0
22448,erlang,backend,1.0
22449,erlang,backend,1.0
22450,erlang,backend,1.0
22451,erlang,lang,1.0
22452,erlang,backend,1.0
22453,erlang,db,1.0
22454,erlang,backend,1.0
22455,erlang,backend,1.5
22456,erlang,lang,1.0
22457,erlang,backend,1.5
22458,erlang,backend,1.0
22459,erlang,db,1.5
22460,erlang,backend,2.0
22461,erlang,frontend,1.0
22462,erlang,lang,1.0
22463,erlang,db,1.0
22464,erlang,lang,1.0
22465,erlang,db,1.0
22466,erlang,db,1.5
22467,erlang,backend,1.0
22468,erlang,backend,1.0
22469,erlang,db,1.0
22470,erlang,lang,1.0
22471,erlang,lang,1.0
22472,erlang,db,2.0
22473,erlang,db,1.0
22474,erlang,backend,1.0
22475,erlang,backend,2.0
22476,erlang,lang,1.5
22477,erlang,comp,1.0
22478,erlang,backend,1.0
22479,erlang,db,2.0
22480,erlang,backend,7.0
22481,erlang,ml,2.0
22482,erlang,db,2.0
22483,erlang,ml,3.0
22484,erlang,backend,1.0
22485,erlang,backend,1.0
22486,erlang,backend,2.0
22487,erlang,backend,1.0
22488,erlang,backend,1.0
22489,erlang,db,1.0
22490,erlang,lang,1.5
22491,erlang,backend,1.0
22492,erlang,backend,1.0
22493,erlang,backend,2.0
22494,erlang,backend,1.0
22495,erlang,backend,1.0
22496,erlang,backend,1.0
22497,erlang,backend,2.0
22498,erlang,backend,1.0
22499,erlang,backend,1.0
22500,erlang,backend,1.0
22501,erlang,backend,1.0
22502,erlang,db,1.0
22503,erlang,lang,1.0
22504,erlang,db,1.0
22505,erlang,backend,1.0
22506,erlang,backend,1.0
22507,erlang,db,1.0
22508,erlang,backend,1.0
22509,erlang,backend,1.0
22510,erlang,backend,1.0
22511,erlang,backend,1.0
22512,erlang,backend,2.0
22513,erlang,lang,1.0
22514,erlang,backend,1.0
22515,erlang,lang,1.0
22516,erlang,db,1.0
22517,erlang,lang,1.0
22518,erlang,db,2.0
22519,erlang,backend,1.0
22520,erlang,db,1.0
22521,erlang,backend,2.0
22522,erlang,backend,2.0
22523,erlang,backend,1.0
22524,erlang,db,2.0
22525,erlang,backend,2.0
22526,erlang,backend,1.0
